audio_file,text,language,speaker,source_file,gender,source_type
002766.wav,आणखी एका मदतनीसाच्या उंटावर बसलेला स्वर्णाचारी मदत मागण्यासाठी मोठमोठ्याने ओरडूं लागला.,mr,unknown,,female,real
011165.wav,"कांग्रेस के उपाध्यक्ष राहुल गांधी एक ऐसी शख़्सियत के मालिक हैं, जिनसे कोई भी मुतासिर हुए बिना नहीं रह सकता",hi,unknown,sample_11248,,real
010439.wav,लॉर्ड्स में जिस तरह का मौसम है उससे कयास लगाए जा रहे हैं कि गेंदबाजों को मदद मिल सकती है,hi,unknown,sample_10517,,real
002606.wav,धूम्रपान से इन तीव्र ड्रगों के सेवन का रास्ता खुल जाता है|,hi,unknown,sample_2625,,real
015511.wav,"सीरियल में नामल पॉल (शिव), डोनल बिष्ट (शरण्या) और विक्रम सिंह चौहान (व्यूम) का किरदार निभा रहे हैं।",hi,unknown,sample_15630,,real
002921.wav,"replaced the stock in the names of the original holders, who might otherwise have been completely ruined.",en,LJSpeech_single_speaker,LJ011-0013.wav,,real
002077.wav,एंड्रू ब्रिटेन की रॉयल नेवी में कमांडर के पद पर हैं।,hi,unknown,sample_2091,,real
004472.wav,आप किसी वैज्ञानिक पत्रिका या इन्टरनैट से उनके दिखाई देने के समय का पता लगा सकते हैं|,hi,unknown,sample_4503,,real
000842.wav,which recommended restrictions upon the number of visitors admitted.,en,LJSpeech_single_speaker,LJ003-0320.wav,,real
004478.wav,"Below he met another woman and a girl, both of whom were terrified at his appearance, but",en,LJSpeech_single_speaker,LJ016-0063.wav,,real
008060.wav,"Motorcycles. -- Four motorcycles, two on each side, flanked the rear of the Presidential car.",en,LJSpeech_single_speaker,LJ030-0070.wav,,real
004850.wav,इस तरह शेख के नैतिक अधिकार की पुष्टि होती थी और आम लोगों का उनकी ओर झुकाव बढ़ता था|,hi,unknown,sample_4883,,real
007855.wav,"The second, the Women's Building at the State Fair Grounds,",en,LJSpeech_single_speaker,LJ029-0078.wav,,real
017811.wav,रोहन गावस्कर को कॉलिंगवुड ने फ़्लिंटऑफ़ की गेंद पर रन आउट किया।,hi,unknown,sample_17942,,real
